info_type,short_code,std_code,name
5,|B0160632,5|KR4B016632,55|C 202606 325.0|2|00325.00| |2001|KOSP
5,|B0160633,0|KR4B016633,05|C 202606 330.0|2|00330.00| |2001|KOSP
5,|B0160633,5|KR4B016633,54|C 202606 335.0|2|00335.00| |2001|KOSP
5,|B0160634,0|KR4B016634,04|C 202606 340.0|2|00340.00| |2001|KOSP
5,|B0160634,5|KR4B016634,53|C 202606 345.0|2|00345.00| |2001|KOSP
5,|B0160635,0|KR4B016635,03|C 202606 350.0|2|00350.00| |2001|KOSP
5,|B0160635,5|KR4B016635,52|C 202606 355.0|2|00355.00| |2001|KOSP
5,|B0160636,0|KR4B016636,02|C 202606 360.0|2|00360.00| |2001|KOSP
5,|B0160636,5|KR4B016636,51|C 202606 365.0|2|00365.00| |2001|KOSP
5,|B0160637,0|KR4B016637,01|C 202606 370.0|2|00370.00| |2001|KOSP
5,|B0160637,5|KR4B016637,50|C 202606 375.0|2|00375.00| |2001|KOSP
5,|B0160638,0|KR4B016638,00|C 202606 380.0|2|00380.00| |2001|KOSP
5,|B0160638,5|KR4B016638,59|C 202606 385.0|2|00385.00| |2001|KOSP
5,|B0160639,0|KR4B016639,09|C 202606 390.0|2|00390.00| |2001|KOSP
5,|B0160639,5|KR4B016639,58|C 202606 395.0|2|00395.00| |2001|KOSP
5,|B0160640,0|KR4B016640,06|C 202606 400.0|2|00400.00| |2001|KOSP
5,|B0160640,5|KR4B016640,55|C 202606 405.0|2|00405.00| |2001|KOSP
5,|B0160641,0|KR4B016641,05|C 202606 410.0|2|00410.00| |2001|KOSP
5,|B0160641,5|KR4B016641,54|C 202606 415.0|2|00415.00| |2001|KOSP
5,|B0160642,0|KR4B016642,04|C 202606 420.0|2|00420.00| |2001|KOSP
5,|B0160642,5|KR4B016642,53|C 202606 425.0|2|00425.00| |2001|KOSP
5,|B0160643,0|KR4B016643,03|C 202606 430.0|2|00430.00| |2001|KOSP
5,|B0160643,5|KR4B016643,52|C 202606 435.0|2|00435.00| |2001|KOSP
5,|B0160644,0|KR4B016644,02|C 202606 440.0|2|00440.00| |2001|KOSP
5,|B0160644,5|KR4B016644,51|C 202606 445.0|2|00445.00| |2001|KOSP
5,|B0160645,0|KR4B016645,01|C 202606 450.0|2|00450.00| |2001|KOSP
5,|B0160645,5|KR4B016645,50|C 202606 455.0|2|00455.00| |2001|KOSP
5,|B0160646,0|KR4B016646,00|C 202606 460.0|2|00460.00| |2001|KOSP
5,|B0160646,5|KR4B016646,59|C 202606 465.0|2|00465.00| |2001|KOSP
5,|B0160647,0|KR4B016647,09|C 202606 470.0|2|00470.00| |2001|KOSP
5,|B0160647,5|KR4B016647,58|C 202606 475.0|2|00475.00| |2001|KOSP
5,|B0160648,0|KR4B016648,08|C 202606 480.0|2|00480.00| |2001|KOSP
5,|B0160648,5|KR4B016648,57|C 202606 485.0|2|00485.00| |2001|KOSP
5,|B0160649,0|KR4B016649,07|C 202606 490.0|2|00490.00| |2001|KOSP
5,|B0160649,5|KR4B016649,56|C 202606 495.0|2|00495.00| |2001|KOSP
5,|B0160650,0|KR4B016650,03|C 202606 500.0|2|00500.00| |2001|KOSP
5,|B0160650,5|KR4B016650,52|C 202606 505.0|2|00505.00| |2001|KOSP
5,|B0160651,0|KR4B016651,02|C 202606 510.0|2|00510.00| |2001|KOSP
5,|B0160651,5|KR4B016651,51|C 202606 515.0|2|00515.00| |2001|KOSP
5,|B0160652,0|KR4B016652,01|C 202606 520.0|2|00520.00| |2001|KOSP
5,|B0160652,5|KR4B016652,50|C 202606 525.0|2|00525.00| |2001|KOSP
5,|B0160653,0|KR4B016653,00|C 202606 530.0|2|00530.00| |2001|KOSP
5,|B0160653,5|KR4B016653,59|C 202606 535.0|2|00535.00| |2001|KOSP
5,|B0160654,0|KR4B016654,09|C 202606 540.0|1|00540.00| |2001|KOSP
5,|B0160654,5|KR4B016654,58|C 202606 545.0|3|00545.00| |2001|KOSP
5,|B0160655,0|KR4B016655,08|C 202606 550.0|3|00550.00| |2001|KOSP
5,|B0160655,5|KR4B016655,57|C 202606 555.0|3|00555.00| |2001|KOSP
5,|B0160656,0|KR4B016656,07|C 202606 560.0|3|00560.00| |2001|KOSP
5,|B0160656,5|KR4B016656,56|C 202606 565.0|3|00565.00| |2001|KOSP
5,|B0160657,0|KR4B016657,06|C 202606 570.0|3|00570.00| |2001|KOSP
5,|B0160657,5|KR4B016657,55|C 202606 575.0|3|00575.00| |2001|KOSP
5,|B0160658,0|KR4B016658,05|C 202606 580.0|3|00580.00| |2001|KOSP
5,|B0160658,5|KR4B016658,54|C 202606 585.0|3|00585.00| |2001|KOSP
5,|B0160659,0|KR4B016659,04|C 202606 590.0|3|00590.00| |2001|KOSP
5,|B0160659,5|KR4B016659,53|C 202606 595.0|3|00595.00| |2001|KOSP
5,|B0160660,0|KR4B016660,01|C 202606 600.0|3|00600.00| |2001|KOSP
5,|B0160660,5|KR4B016660,50|C 202606 605.0|3|00605.00| |2001|KOSP
5,|B0160661,0|KR4B016661,00|C 202606 610.0|3|00610.00| |2001|KOSP
5,|B0160661,5|KR4B016661,59|C 202606 615.0|3|00615.00| |2001|KOSP
5,|B0160662,0|KR4B016662,09|C 202606 620.0|3|00620.00| |2001|KOSP
5,|B0160662,5|KR4B016662,58|C 202606 625.0|3|00625.00| |2001|KOSP
5,|B0160663,0|KR4B016663,08|C 202606 630.0|3|00630.00| |2001|KOSP
5,|B0160663,5|KR4B016663,57|C 202606 635.0|3|00635.00| |2001|KOSP
5,|B0160664,0|KR4B016664,07|C 202606 640.0|3|00640.00| |2001|KOSP
5,|B0160664,5|KR4B016664,56|C 202606 645.0|3|00645.00| |2001|KOSP
5,|B0160665,0|KR4B016665,06|C 202606 650.0|3|00650.00| |2001|KOSP
5,|B0160665,5|KR4B016665,55|C 202606 655.0|3|00655.00| |2001|KOSP
5,|B0160666,0|KR4B016666,05|C 202606 660.0|3|00660.00| |2001|KOSP
5,|B0160666,5|KR4B016666,54|C 202606 665.0|3|00665.00| |2001|KOSP
5,|B0160667,0|KR4B016667,04|C 202606 670.0|3|00670.00| |2001|KOSP
5,|B0160667,5|KR4B016667,53|C 202606 675.0|3|00675.00| |2001|KOSP
5,|B0160668,0|KR4B016668,03|C 202606 680.0|3|00680.00| |2001|KOSP
5,|B0160668,5|KR4B016668,52|C 202606 685.0|3|00685.00| |2001|KOSP
5,|B0160669,0|KR4B016669,02|C 202606 690.0|3|00690.00| |2001|KOSP
5,|B0160669,5|KR4B016669,51|C 202606 695.0|3|00695.00| |2001|KOSP
5,|B0160670,0|KR4B016670,09|C 202606 700.0|3|00700.00| |2001|KOSP
5,|B0160670,5|KR4B016670,58|C 202606 705.0|3|00705.00| |2001|KOSP
5,|B0160671,0|KR4B016671,08|C 202606 710.0|3|00710.00| |2001|KOSP
5,|B0160671,5|KR4B016671,57|C 202606 715.0|3|00715.00| |2001|KOSP
5,|B0160672,0|KR4B016672,07|C 202606 720.0|3|00720.00| |2001|KOSP
5,|B0160933,5|KR4B016933,51|C 202609 335.0|2|00335.00| |2001|KOSP
5,|B0160934,0|KR4B016934,01|C 202609 340.0|2|00340.00| |2001|KOSP
5,|B0160934,5|KR4B016934,50|C 202609 345.0|2|00345.00| |2001|KOSP
5,|B0160935,0|KR4B016935,00|C 202609 350.0|2|00350.00| |2001|KOSP
5,|B0160935,5|KR4B016935,59|C 202609 355.0|2|00355.00| |2001|KOSP
5,|B0160936,0|KR4B016936,09|C 202609 360.0|2|00360.00| |2001|KOSP
5,|B0160936,5|KR4B016936,58|C 202609 365.0|2|00365.00| |2001|KOSP
5,|B0160937,0|KR4B016937,08|C 202609 370.0|2|00370.00| |2001|KOSP
5,|B0160937,5|KR4B016937,57|C 202609 375.0|2|00375.00| |2001|KOSP
5,|B0160938,0|KR4B016938,07|C 202609 380.0|2|00380.00| |2001|KOSP
5,|B0160938,5|KR4B016938,56|C 202609 385.0|2|00385.00| |2001|KOSP
5,|B0160939,0|KR4B016939,06|C 202609 390.0|2|00390.00| |2001|KOSP
5,|B0160939,5|KR4B016939,55|C 202609 395.0|2|00395.00| |2001|KOSP
5,|B0160940,0|KR4B016940,03|C 202609 400.0|2|00400.00| |2001|KOSP
5,|B0160940,5|KR4B016940,52|C 202609 405.0|2|00405.00| |2001|KOSP
5,|B0160941,0|KR4B016941,02|C 202609 410.0|2|00410.00| |2001|KOSP
5,|B0160941,5|KR4B016941,51|C 202609 415.0|2|00415.00| |2001|KOSP
5,|B0160942,0|KR4B016942,01|C 202609 420.0|2|00420.00| |2001|KOSP
5,|B0160942,5|KR4B016942,50|C 202609 425.0|2|00425.00| |2001|KOSP
5,|B0160943,0|KR4B016943,00|C 202609 430.0|2|00430.00| |2001|KOSP
5,|B0160943,5|KR4B016943,59|C 202609 435.0|2|00435.00| |2001|KOSP
5,|B0160944,0|KR4B016944,09|C 202609 440.0|2|00440.00| |2001|KOSP
5,|B0160944,5|KR4B016944,58|C 202609 445.0|2|00445.00| |2001|KOSP
5,|B0160945,0|KR4B016945,08|C 202609 450.0|2|00450.00| |2001|KOSP
5,|B0160945,5|KR4B016945,57|C 202609 455.0|2|00455.00| |2001|KOSP
5,|B0160946,0|KR4B016946,07|C 202609 460.0|2|00460.00| |2001|KOSP
5,|B0160946,5|KR4B016946,56|C 202609 465.0|2|00465.00| |2001|KOSP
5,|B0160947,0|KR4B016947,06|C 202609 470.0|2|00470.00| |2001|KOSP
5,|B0160947,5|KR4B016947,55|C 202609 475.0|2|00475.00| |2001|KOSP
5,|B0160948,0|KR4B016948,05|C 202609 480.0|2|00480.00| |2001|KOSP
5,|B0160948,5|KR4B016948,54|C 202609 485.0|2|00485.00| |2001|KOSP
5,|B0160949,0|KR4B016949,04|C 202609 490.0|2|00490.00| |2001|KOSP
5,|B0160949,5|KR4B016949,53|C 202609 495.0|2|00495.00| |2001|KOSP
5,|B0160950,0|KR4B016950,00|C 202609 500.0|2|00500.00| |2001|KOSP
5,|B0160950,5|KR4B016950,59|C 202609 505.0|2|00505.00| |2001|KOSP
5,|B0160951,0|KR4B016951,09|C 202609 510.0|2|00510.00| |2001|KOSP
5,|B0160951,5|KR4B016951,58|C 202609 515.0|2|00515.00| |2001|KOSP
5,|B0160952,0|KR4B016952,08|C 202609 520.0|2|00520.00| |2001|KOSP
5,|B0160952,5|KR4B016952,57|C 202609 525.0|2|00525.00| |2001|KOSP
5,|B0160953,0|KR4B016953,07|C 202609 530.0|2|00530.00| |2001|KOSP
5,|B0160953,5|KR4B016953,56|C 202609 535.0|2|00535.00| |2001|KOSP
5,|B0160954,0|KR4B016954,06|C 202609 540.0|1|00540.00| |2001|KOSP
5,|B0160954,5|KR4B016954,55|C 202609 545.0|3|00545.00| |2001|KOSP
5,|B0160955,0|KR4B016955,05|C 202609 550.0|3|00550.00| |2001|KOSP
5,|B0160955,5|KR4B016955,54|C 202609 555.0|3|00555.00| |2001|KOSP
5,|B0160956,0|KR4B016956,04|C 202609 560.0|3|00560.00| |2001|KOSP
5,|B0160956,5|KR4B016956,53|C 202609 565.0|3|00565.00| |2001|KOSP
5,|B0160957,0|KR4B016957,03|C 202609 570.0|3|00570.00| |2001|KOSP
5,|B0160957,5|KR4B016957,52|C 202609 575.0|3|00575.00| |2001|KOSP
5,|B0160958,0|KR4B016958,02|C 202609 580.0|3|00580.00| |2001|KOSP
5,|B0160958,5|KR4B016958,51|C 202609 585.0|3|00585.00| |2001|KOSP
5,|B0160959,0|KR4B016959,01|C 202609 590.0|3|00590.00| |2001|KOSP
5,|B0160959,5|KR4B016959,50|C 202609 595.0|3|00595.00| |2001|KOSP
5,|B0160960,0|KR4B016960,08|C 202609 600.0|3|00600.00| |2001|KOSP
5,|B0160960,5|KR4B016960,57|C 202609 605.0|3|00605.00| |2001|KOSP
5,|B0160961,0|KR4B016961,07|C 202609 610.0|3|00610.00| |2001|KOSP
5,|B0160961,5|KR4B016961,56|C 202609 615.0|3|00615.00| |2001|KOSP
5,|B0160962,0|KR4B016962,06|C 202609 620.0|3|00620.00| |2001|KOSP
5,|B0160962,5|KR4B016962,55|C 202609 625.0|3|00625.00| |2001|KOSP
5,|B0160963,0|KR4B016963,05|C 202609 630.0|3|00630.00| |2001|KOSP
5,|B0160963,5|KR4B016963,54|C 202609 635.0|3|00635.00| |2001|KOSP
5,|B0160964,0|KR4B016964,04|C 202609 640.0|3|00640.00| |2001|KOSP
5,|B0160964,5|KR4B016964,53|C 202609 645.0|3|00645.00| |2001|KOSP
5,|B0160965,0|KR4B016965,03|C 202609 650.0|3|00650.00| |2001|KOSP
5,|B0160965,5|KR4B016965,52|C 202609 655.0|3|00655.00| |2001|KOSP
5,|B0160966,0|KR4B016966,02|C 202609 660.0|3|00660.00| |2001|KOSP
5,|B0160966,5|KR4B016966,51|C 202609 665.0|3|00665.00| |2001|KOSP
5,|B0160967,0|KR4B016967,01|C 202609 670.0|3|00670.00| |2001|KOSP
5,|B0160967,5|KR4B016967,50|C 202609 675.0|3|00675.00| |2001|KOSP
5,|B0160968,0|KR4B016968,00|C 202609 680.0|3|00680.00| |2001|KOSP
5,|B0160968,5|KR4B016968,59|C 202609 685.0|3|00685.00| |2001|KOSP
5,|B0160969,0|KR4B016969,09|C 202609 690.0|3|00690.00| |2001|KOSP
5,|B0160969,5|KR4B016969,58|C 202609 695.0|3|00695.00| |2001|KOSP
5,|B0160970,0|KR4B016970,06|C 202609 700.0|3|00700.00| |2001|KOSP
5,|B0160970,5|KR4B016970,55|C 202609 705.0|3|00705.00| |2001|KOSP
5,|B0160971,0|KR4B016971,05|C 202609 710.0|3|00710.00| |2001|KOSP
5,|B0160971,5|KR4B016971,54|C 202609 715.0|3|00715.00| |2001|KOSP
5,|B0160972,0|KR4B016972,04|C 202609 720.0|3|00720.00| |2001|KOSP
5,|B0161218,0|KR4B016C18,02|C 202612 180.0|2|00180.00| |2001|KOSP
5,|B0161219,0|KR4B016C19,01|C 202612 190.0|2|00190.00| |2001|KOSP
5,|B0161220,0|KR4B016C20,08|C 202612 200.0|2|00200.00| |2001|KOSP
5,|B0161221,0|KR4B016C21,07|C 202612 210.0|2|00210.00| |2001|KOSP
5,|B0161222,0|KR4B016C22,06|C 202612 220.0|2|00220.00| |2001|KOSP
5,|B0161223,0|KR4B016C23,05|C 202612 230.0|2|00230.00| |2001|KOSP
5,|B0161224,0|KR4B016C24,04|C 202612 240.0|2|00240.00| |2001|KOSP
5,|B0161225,0|KR4B016C25,03|C 202612 250.0|2|00250.00| |2001|KOSP
5,|B0161226,0|KR4B016C26,02|C 202612 260.0|2|00260.00| |2001|KOSP
5,|B0161227,0|KR4B016C27,01|C 202612 270.0|2|00270.00| |2001|KOSP
5,|B0161228,0|KR4B016C28,00|C 202612 280.0|2|00280.00| |2001|KOSP
5,|B0161229,0|KR4B016C29,09|C 202612 290.0|2|00290.00| |2001|KOSP
5,|B0161230,0|KR4B016C30,06|C 202612 300.0|2|00300.00| |2001|KOSP
5,|B0161231,0|KR4B016C31,05|C 202612 310.0|2|00310.00| |2001|KOSP
5,|B0161232,0|KR4B016C32,04|C 202612 320.0|2|00320.00| |2001|KOSP
5,|B0161233,0|KR4B016C33,03|C 202612 330.0|2|00330.00| |2001|KOSP
5,|B0161234,0|KR4B016C34,02|C 202612 340.0|2|00340.00| |2001|KOSP
5,|B0161235,0|KR4B016C35,01|C 202612 350.0|2|00350.00| |2001|KOSP
5,|B0161236,0|KR4B016C36,00|C 202612 360.0|2|00360.00| |2001|KOSP
5,|B0161237,0|KR4B016C37,09|C 202612 370.0|2|00370.00| |2001|KOSP
5,|B0161238,0|KR4B016C38,08|C 202612 380.0|2|00380.00| |2001|KOSP
5,|B0161239,0|KR4B016C39,07|C 202612 390.0|2|00390.00| |2001|KOSP
5,|B0161240,0|KR4B016C40,04|C 202612 400.0|2|00400.00| |2001|KOSP
5,|B0161241,0|KR4B016C41,03|C 202612 410.0|2|00410.00| |2001|KOSP
5,|B0161242,0|KR4B016C42,02|C 202612 420.0|2|00420.00| |2001|KOSP
5,|B0161243,0|KR4B016C43,01|C 202612 430.0|2|00430.00| |2001|KOSP
5,|B0161244,0|KR4B016C44,00|C 202612 440.0|2|00440.00| |2001|KOSP
5,|B0161245,0|KR4B016C45,09|C 202612 450.0|2|00450.00| |2001|KOSP
5,|B0161246,0|KR4B016C46,08|C 202612 460.0|2|00460.00| |2001|KOSP
5,|B0161247,0|KR4B016C47,07|C 202612 470.0|2|00470.00| |2001|KOSP
5,|B0161248,0|KR4B016C48,06|C 202612 480.0|2|00480.00| |2001|KOSP
5,|B0161249,0|KR4B016C49,05|C 202612 490.0|2|00490.00| |2001|KOSP
5,|B0161250,0|KR4B016C50,01|C 202612 500.0|2|00500.00| |2001|KOSP
5,|B0161251,0|KR4B016C51,00|C 202612 510.0|2|00510.00| |2001|KOSP
5,|B0161252,0|KR4B016C52,09|C 202612 520.0|2|00520.00| |2001|KOSP
5,|B0161253,0|KR4B016C53,08|C 202612 530.0|2|00530.00| |2001|KOSP
5,|B0161254,0|KR4B016C54,07|C 202612 540.0|1|00540.00| |2001|KOSP
5,|B0161255,0|KR4B016C55,06|C 202612 550.0|3|00550.00| |2001|KOSP
5,|B0161256,0|KR4B016C56,05|C 202612 560.0|3|00560.00| |2001|KOSP
5,|B0161257,0|KR4B016C57,04|C 202612 570.0|3|00570.00| |2001|KOSP
5,|B0161258,0|KR4B016C58,03|C 202612 580.0|3|00580.00| |2001|KOSP
5,|B0161259,0|KR4B016C59,02|C 202612 590.0|3|00590.00| |2001|KOSP
5,|B0161260,0|KR4B016C60,09|C 202612 600.0|3|00600.00| |2001|KOSP
5,|B0161261,0|KR4B016C61,08|C 202612 610.0|3|00610.00| |2001|KOSP
5,|B0161262,0|KR4B016C62,07|C 202612 620.0|3|00620.00| |2001|KOSP
5,|B0161263,0|KR4B016C63,06|C 202612 630.0|3|00630.00| |2001|KOSP
5,|B0161264,0|KR4B016C64,05|C 202612 640.0|3|00640.00| |2001|KOSP
5,|B0161265,0|KR4B016C65,04|C 202612 650.0|3|00650.00| |2001|KOSP
5,|B0161266,0|KR4B016C66,03|C 202612 660.0|3|00660.00| |2001|KOSP
5,|B0161267,0|KR4B016C67,02|C 202612 670.0|3|00670.00| |2001|KOSP
5,|B0161268,0|KR4B016C68,01|C 202612 680.0|3|00680.00| |2001|KOSP
5,|B0161269,0|KR4B016C69,00|C 202612 690.0|3|00690.00| |2001|KOSP
5,|B0161270,0|KR4B016C70,07|C 202612 700.0|3|00700.00| |2001|KOSP
5,|B0161271,0|KR4B016C71,06|C 202612 710.0|3|00710.00| |2001|KOSP
5,|B0161272,0|KR4B016C72,05|C 202612 720.0|3|00720.00| |2001|KOSP
5,|B0170627,0|KR4B017627,01|C 202706 270.0|2|00270.00| |2001|KOSP
5,|B0170628,0|KR4B017628,00|C 202706 280.0|2|00280.00| |2001|KOSP
5,|B0170629,0|KR4B017629,09|C 202706 290.0|2|00290.00| |2001|KOSP
5,|B0170630,0|KR4B017630,06|C 202706 300.0|2|00300.00| |2001|KOSP
5,|B0170631,0|KR4B017631,05|C 202706 310.0|2|00310.00| |2001|KOSP
5,|B0170632,0|KR4B017632,04|C 202706 320.0|2|00320.00| |2001|KOSP
5,|B0170633,0|KR4B017633,03|C 202706 330.0|2|00330.00| |2001|KOSP
5,|B0170634,0|KR4B017634,02|C 202706 340.0|2|00340.00| |2001|KOSP
5,|B0170635,0|KR4B017635,01|C 202706 350.0|2|00350.00| |2001|KOSP
5,|B0170636,0|KR4B017636,00|C 202706 360.0|2|00360.00| |2001|KOSP
5,|B0170637,0|KR4B017637,09|C 202706 370.0|2|00370.00| |2001|KOSP
5,|B0170638,0|KR4B017638,08|C 202706 380.0|2|00380.00| |2001|KOSP
5,|B0170639,0|KR4B017639,07|C 202706 390.0|2|00390.00| |2001|KOSP
5,|B0170640,0|KR4B017640,04|C 202706 400.0|2|00400.00| |2001|KOSP
5,|B0170641,0|KR4B017641,03|C 202706 410.0|2|00410.00| |2001|KOSP
5,|B0170642,0|KR4B017642,02|C 202706 420.0|2|00420.00| |2001|KOSP
5,|B0170643,0|KR4B017643,01|C 202706 430.0|2|00430.00| |2001|KOSP
5,|B0170644,0|KR4B017644,00|C 202706 440.0|2|00440.00| |2001|KOSP
5,|B0170645,0|KR4B017645,09|C 202706 450.0|2|00450.00| |2001|KOSP
5,|B0170646,0|KR4B017646,08|C 202706 460.0|2|00460.00| |2001|KOSP
5,|B0170647,0|KR4B017647,07|C 202706 470.0|2|00470.00| |2001|KOSP
5,|B0170648,0|KR4B017648,06|C 202706 480.0|2|00480.00| |2001|KOSP
5,|B0170649,0|KR4B017649,05|C 202706 490.0|2|00490.00| |2001|KOSP
5,|B0170650,0|KR4B017650,01|C 202706 500.0|2|00500.00| |2001|KOSP
5,|B0170651,0|KR4B017651,00|C 202706 510.0|2|00510.00| |2001|KOSP
5,|B0170652,0|KR4B017652,09|C 202706 520.0|2|00520.00| |2001|KOSP
5,|B0170653,0|KR4B017653,08|C 202706 530.0|2|00530.00| |2001|KOSP
5,|B0170654,0|KR4B017654,07|C 202706 540.0|1|00540.00| |2001|KOSP
5,|B0170655,0|KR4B017655,06|C 202706 550.0|3|00550.00| |2001|KOSP
5,|B0170656,0|KR4B017656,05|C 202706 560.0|3|00560.00| |2001|KOSP
5,|B0170657,0|KR4B017657,04|C 202706 570.0|3|00570.00| |2001|KOSP
5,|B0170658,0|KR4B017658,03|C 202706 580.0|3|00580.00| |2001|KOSP
5,|B0170659,0|KR4B017659,02|C 202706 590.0|3|00590.00| |2001|KOSP
5,|B0170660,0|KR4B017660,09|C 202706 600.0|3|00600.00| |2001|KOSP
5,|B0170661,0|KR4B017661,08|C 202706 610.0|3|00610.00| |2001|KOSP
5,|B0170662,0|KR4B017662,07|C 202706 620.0|3|00620.00| |2001|KOSP
5,|B0170663,0|KR4B017663,06|C 202706 630.0|3|00630.00| |2001|KOSP
5,|B0170664,0|KR4B017664,05|C 202706 640.0|3|00640.00| |2001|KOSP
5,|B0170665,0|KR4B017665,04|C 202706 650.0|3|00650.00| |2001|KOSP
5,|B0170666,0|KR4B017666,03|C 202706 660.0|3|00660.00| |2001|KOSP
5,|B0170667,0|KR4B017667,02|C 202706 670.0|3|00670.00| |2001|KOSP
5,|B0170668,0|KR4B017668,01|C 202706 680.0|3|00680.00| |2001|KOSP
5,|B0170669,0|KR4B017669,00|C 202706 690.0|3|00690.00| |2001|KOSP
5,|B0170670,0|KR4B017670,07|C 202706 700.0|3|00700.00| |2001|KOSP
5,|B0170671,0|KR4B017671,06|C 202706 710.0|3|00710.00| |2001|KOSP
5,|B0170672,0|KR4B017672,05|C 202706 720.0|3|00720.00| |2001|KOSP
5,|B0171218,0|KR4B017C18,01|C 202712 180.0|2|00180.00| |2001|KOSP
5,|B0171219,0|KR4B017C19,00|C 202712 190.0|2|00190.00| |2001|KOSP
5,|B0171220,0|KR4B017C20,07|C 202712 200.0|2|00200.00| |2001|KOSP
5,|B0171221,0|KR4B017C21,06|C 202712 210.0|2|00210.00| |2001|KOSP
5,|B0171222,0|KR4B017C22,05|C 202712 220.0|2|00220.00| |2001|KOSP
5,|B0171223,0|KR4B017C23,04|C 202712 230.0|2|00230.00| |2001|KOSP
5,|B0171224,0|KR4B017C24,03|C 202712 240.0|2|00240.00| |2001|KOSP
5,|B0171225,0|KR4B017C25,02|C 202712 250.0|2|00250.00| |2001|KOSP
5,|B0171226,0|KR4B017C26,01|C 202712 260.0|2|00260.00| |2001|KOSP
5,|B0171227,0|KR4B017C27,00|C 202712 270.0|2|00270.00| |2001|KOSP
5,|B0171228,0|KR4B017C28,09|C 202712 280.0|2|00280.00| |2001|KOSP
5,|B0171229,0|KR4B017C29,08|C 202712 290.0|2|00290.00| |2001|KOSP
5,|B0171230,0|KR4B017C30,05|C 202712 300.0|2|00300.00| |2001|KOSP
5,|B0171231,0|KR4B017C31,04|C 202712 310.0|2|00310.00| |2001|KOSP
5,|B0171232,0|KR4B017C32,03|C 202712 320.0|2|00320.00| |2001|KOSP
5,|B0171233,0|KR4B017C33,02|C 202712 330.0|2|00330.00| |2001|KOSP
5,|B0171234,0|KR4B017C34,01|C 202712 340.0|2|00340.00| |2001|KOSP
5,|B0171235,0|KR4B017C35,00|C 202712 350.0|2|00350.00| |2001|KOSP
5,|B0171236,0|KR4B017C36,09|C 202712 360.0|2|00360.00| |2001|KOSP
5,|B0171237,0|KR4B017C37,08|C 202712 370.0|2|00370.00| |2001|KOSP
5,|B0171238,0|KR4B017C38,07|C 202712 380.0|2|00380.00| |2001|KOSP
5,|B0171239,0|KR4B017C39,06|C 202712 390.0|2|00390.00| |2001|KOSP
5,|B0171240,0|KR4B017C40,03|C 202712 400.0|2|00400.00| |2001|KOSP
5,|B0171241,0|KR4B017C41,02|C 202712 410.0|2|00410.00| |2001|KOSP
5,|B0171242,0|KR4B017C42,01|C 202712 420.0|2|00420.00| |2001|KOSP
5,|B0171243,0|KR4B017C43,00|C 202712 430.0|2|00430.00| |2001|KOSP
5,|B0171244,0|KR4B017C44,09|C 202712 440.0|2|00440.00| |2001|KOSP
5,|B0171245,0|KR4B017C45,08|C 202712 450.0|2|00450.00| |2001|KOSP
5,|B0171246,0|KR4B017C46,07|C 202712 460.0|2|00460.00| |2001|KOSP
5,|B0171247,0|KR4B017C47,06|C 202712 470.0|2|00470.00| |2001|KOSP
5,|B0171248,0|KR4B017C48,05|C 202712 480.0|2|00480.00| |2001|KOSP
5,|B0171249,0|KR4B017C49,04|C 202712 490.0|2|00490.00| |2001|KOSP
5,|B0171250,0|KR4B017C50,00|C 202712 500.0|2|00500.00| |2001|KOSP
5,|B0171251,0|KR4B017C51,09|C 202712 510.0|2|00510.00| |2001|KOSP
5,|B0171252,0|KR4B017C52,08|C 202712 520.0|2|00520.00| |2001|KOSP
5,|B0171253,0|KR4B017C53,07|C 202712 530.0|2|00530.00| |2001|KOSP
5,|B0171254,0|KR4B017C54,06|C 202712 540.0|1|00540.00| |2001|KOSP
5,|B0171255,0|KR4B017C55,05|C 202712 550.0|3|00550.00| |2001|KOSP
5,|B0171256,0|KR4B017C56,04|C 202712 560.0|3|00560.00| |2001|KOSP
5,|B0171257,0|KR4B017C57,03|C 202712 570.0|3|00570.00| |2001|KOSP
5,|B0171258,0|KR4B017C58,02|C 202712 580.0|3|00580.00| |2001|KOSP
5,|B0171259,0|KR4B017C59,01|C 202712 590.0|3|00590.00| |2001|KOSP
5,|B0171260,0|KR4B017C60,08|C 202712 600.0|3|00600.00| |2001|KOSP
5,|B0171261,0|KR4B017C61,07|C 202712 610.0|3|00610.00| |2001|KOSP
5,|B0171262,0|KR4B017C62,06|C 202712 620.0|3|00620.00| |2001|KOSP
5,|B0171263,0|KR4B017C63,05|C 202712 630.0|3|00630.00| |2001|KOSP
5,|B0171264,0|KR4B017C64,04|C 202712 640.0|3|00640.00| |2001|KOSP
5,|B0171265,0|KR4B017C65,03|C 202712 650.0|3|00650.00| |2001|KOSP
5,|B0171266,0|KR4B017C66,02|C 202712 660.0|3|00660.00| |2001|KOSP
5,|B0171267,0|KR4B017C67,01|C 202712 670.0|3|00670.00| |2001|KOSP
5,|B0171268,0|KR4B017C68,00|C 202712 680.0|3|00680.00| |2001|KOSP
5,|B0171269,0|KR4B017C69,09|C 202712 690.0|3|00690.00| |2001|KOSP
5,|B0171270,0|KR4B017C70,06|C 202712 700.0|3|00700.00| |2001|KOSP
5,|B0171271,0|KR4B017C71,05|C 202712 710.0|3|00710.00| |2001|KOSP
5,|B0171272,0|KR4B017C72,04|C 202712 720.0|3|00720.00| |2001|KOSP
D,|B0560134,0|KR4B056134,05|미니C 202601 340.0|2|00340.00| |2001|
