info_type,short_code,std_code,name
6,|C0160464,5|KR4C016464,57|P 202604 645.0|2|00645.00| |2001|KOSP
6,|C0160465,0|KR4C016465,07|P 202604 650.0|2|00650.00| |2001|KOSP
6,|C0160465,5|KR4C016465,56|P 202604 655.0|2|00655.00| |2001|KOSP
6,|C0160466,0|KR4C016466,06|P 202604 660.0|2|00660.00| |2001|KOSP
6,|C0160466,5|KR4C016466,55|P 202604 665.0|2|00665.00| |2001|KOSP
6,|C0160467,0|KR4C016467,05|P 202604 670.0|2|00670.00| |2001|KOSP
6,|C0160467,5|KR4C016467,54|P 202604 675.0|2|00675.00| |2001|KOSP
6,|C0160468,0|KR4C016468,04|P 202604 680.0|2|00680.00| |2001|KOSP
6,|C0160468,5|KR4C016468,53|P 202604 685.0|2|00685.00| |2001|KOSP
6,|C0160469,0|KR4C016469,03|P 202604 690.0|2|00690.00| |2001|KOSP
6,|C0160469,5|KR4C016469,52|P 202604 695.0|2|00695.00| |2001|KOSP
6,|C0160470,0|KR4C016470,00|P 202604 700.0|2|00700.00| |2001|KOSP
6,|C0160470,5|KR4C016470,59|P 202604 705.0|2|00705.00| |2001|KOSP
6,|C0160471,0|KR4C016471,09|P 202604 710.0|2|00710.00| |2001|KOSP
6,|C0160471,5|KR4C016471,58|P 202604 715.0|2|00715.00| |2001|KOSP
6,|C0160472,0|KR4C016472,08|P 202604 720.0|2|00720.00| |2001|KOSP
6,|C0160542,0|KR4C016542,04|P 202605 420.0|3|00420.00| |2001|KOSP
6,|C0160542,5|KR4C016542,53|P 202605 425.0|3|00425.00| |2001|KOSP
6,|C0160543,0|KR4C016543,03|P 202605 430.0|3|00430.00| |2001|KOSP
6,|C0160543,5|KR4C016543,52|P 202605 435.0|3|00435.00| |2001|KOSP
6,|C0160544,0|KR4C016544,02|P 202605 440.0|3|00440.00| |2001|KOSP
6,|C0160544,5|KR4C016544,51|P 202605 445.0|3|00445.00| |2001|KOSP
6,|C0160545,0|KR4C016545,01|P 202605 450.0|3|00450.00| |2001|KOSP
6,|C0160545,5|KR4C016545,50|P 202605 455.0|3|00455.00| |2001|KOSP
6,|C0160546,0|KR4C016546,00|P 202605 460.0|3|00460.00| |2001|KOSP
6,|C0160546,5|KR4C016546,59|P 202605 465.0|3|00465.00| |2001|KOSP
6,|C0160547,0|KR4C016547,09|P 202605 470.0|3|00470.00| |2001|KOSP
6,|C0160547,5|KR4C016547,58|P 202605 475.0|3|00475.00| |2001|KOSP
6,|C0160548,0|KR4C016548,08|P 202605 480.0|3|00480.00| |2001|KOSP
6,|C0160548,5|KR4C016548,57|P 202605 485.0|3|00485.00| |2001|KOSP
6,|C0160549,0|KR4C016549,07|P 202605 490.0|3|00490.00| |2001|KOSP
6,|C0160549,5|KR4C016549,56|P 202605 495.0|3|00495.00| |2001|KOSP
6,|C0160550,0|KR4C016550,03|P 202605 500.0|3|00500.00| |2001|KOSP
6,|C0160550,5|KR4C016550,52|P 202605 505.0|3|00505.00| |2001|KOSP
6,|C0160551,0|KR4C016551,02|P 202605 510.0|3|00510.00| |2001|KOSP
6,|C0160551,5|KR4C016551,51|P 202605 515.0|3|00515.00| |2001|KOSP
6,|C0160552,0|KR4C016552,01|P 202605 520.0|3|00520.00| |2001|KOSP
6,|C0160552,5|KR4C016552,50|P 202605 525.0|3|00525.00| |2001|KOSP
6,|C0160553,0|KR4C016553,00|P 202605 530.0|3|00530.00| |2001|KOSP
6,|C0160553,5|KR4C016553,59|P 202605 535.0|3|00535.00| |2001|KOSP
6,|C0160554,0|KR4C016554,09|P 202605 540.0|1|00540.00| |2001|KOSP
6,|C0160554,5|KR4C016554,58|P 202605 545.0|2|00545.00| |2001|KOSP
6,|C0160555,0|KR4C016555,08|P 202605 550.0|2|00550.00| |2001|KOSP
6,|C0160555,5|KR4C016555,57|P 202605 555.0|2|00555.00| |2001|KOSP
6,|C0160556,0|KR4C016556,07|P 202605 560.0|2|00560.00| |2001|KOSP
6,|C0160556,5|KR4C016556,56|P 202605 565.0|2|00565.00| |2001|KOSP
6,|C0160557,0|KR4C016557,06|P 202605 570.0|2|00570.00| |2001|KOSP
6,|C0160557,5|KR4C016557,55|P 202605 575.0|2|00575.00| |2001|KOSP
6,|C0160558,0|KR4C016558,05|P 202605 580.0|2|00580.00| |2001|KOSP
6,|C0160558,5|KR4C016558,54|P 202605 585.0|2|00585.00| |2001|KOSP
6,|C0160559,0|KR4C016559,04|P 202605 590.0|2|00590.00| |2001|KOSP
6,|C0160559,5|KR4C016559,53|P 202605 595.0|2|00595.00| |2001|KOSP
6,|C0160560,0|KR4C016560,01|P 202605 600.0|2|00600.00| |2001|KOSP
6,|C0160560,5|KR4C016560,50|P 202605 605.0|2|00605.00| |2001|KOSP
6,|C0160561,0|KR4C016561,00|P 202605 610.0|2|00610.00| |2001|KOSP
6,|C0160561,5|KR4C016561,59|P 202605 615.0|2|00615.00| |2001|KOSP
6,|C0160562,0|KR4C016562,09|P 202605 620.0|2|00620.00| |2001|KOSP
6,|C0160562,5|KR4C016562,58|P 202605 625.0|2|00625.00| |2001|KOSP
6,|C0160563,0|KR4C016563,08|P 202605 630.0|2|00630.00| |2001|KOSP
6,|C0160563,5|KR4C016563,57|P 202605 635.0|2|00635.00| |2001|KOSP
6,|C0160564,0|KR4C016564,07|P 202605 640.0|2|00640.00| |2001|KOSP
6,|C0160564,5|KR4C016564,56|P 202605 645.0|2|00645.00| |2001|KOSP
6,|C0160565,0|KR4C016565,06|P 202605 650.0|2|00650.00| |2001|KOSP
6,|C0160565,5|KR4C016565,55|P 202605 655.0|2|00655.00| |2001|KOSP
6,|C0160566,0|KR4C016566,05|P 202605 660.0|2|00660.00| |2001|KOSP
6,|C0160566,5|KR4C016566,54|P 202605 665.0|2|00665.00| |2001|KOSP
6,|C0160567,0|KR4C016567,04|P 202605 670.0|2|00670.00| |2001|KOSP
6,|C0160567,5|KR4C016567,53|P 202605 675.0|2|00675.00| |2001|KOSP
6,|C0160568,0|KR4C016568,03|P 202605 680.0|2|00680.00| |2001|KOSP
6,|C0160568,5|KR4C016568,52|P 202605 685.0|2|00685.00| |2001|KOSP
6,|C0160569,0|KR4C016569,02|P 202605 690.0|2|00690.00| |2001|KOSP
6,|C0160569,5|KR4C016569,51|P 202605 695.0|2|00695.00| |2001|KOSP
6,|C0160570,0|KR4C016570,09|P 202605 700.0|2|00700.00| |2001|KOSP
6,|C0160570,5|KR4C016570,58|P 202605 705.0|2|00705.00| |2001|KOSP
6,|C0160571,0|KR4C016571,08|P 202605 710.0|2|00710.00| |2001|KOSP
6,|C0160618,0|KR4C016618,03|P 202606 180.0|3|00180.00| |2001|KOSP
6,|C0160618,5|KR4C016618,52|P 202606 185.0|3|00185.00| |2001|KOSP
6,|C0160619,0|KR4C016619,02|P 202606 190.0|3|00190.00| |2001|KOSP
6,|C0160619,5|KR4C016619,51|P 202606 195.0|3|00195.00| |2001|KOSP
6,|C0160620,0|KR4C016620,09|P 202606 200.0|3|00200.00| |2001|KOSP
6,|C0160620,5|KR4C016620,58|P 202606 205.0|3|00205.00| |2001|KOSP
6,|C0160621,0|KR4C016621,08|P 202606 210.0|3|00210.00| |2001|KOSP
6,|C0160621,5|KR4C016621,57|P 202606 215.0|3|00215.00| |2001|KOSP
6,|C0160622,0|KR4C016622,07|P 202606 220.0|3|00220.00| |2001|KOSP
6,|C0160622,5|KR4C016622,56|P 202606 225.0|3|00225.00| |2001|KOSP
6,|C0160623,0|KR4C016623,06|P 202606 230.0|3|00230.00| |2001|KOSP
6,|C0160623,5|KR4C016623,55|P 202606 235.0|3|00235.00| |2001|KOSP
6,|C0160624,0|KR4C016624,05|P 202606 240.0|3|00240.00| |2001|KOSP
6,|C0160624,5|KR4C016624,54|P 202606 245.0|3|00245.00| |2001|KOSP
6,|C0160625,0|KR4C016625,04|P 202606 250.0|3|00250.00| |2001|KOSP
6,|C0160625,5|KR4C016625,53|P 202606 255.0|3|00255.00| |2001|KOSP
6,|C0160626,0|KR4C016626,03|P 202606 260.0|3|00260.00| |2001|KOSP
6,|C0160626,5|KR4C016626,52|P 202606 265.0|3|00265.00| |2001|KOSP
6,|C0160627,0|KR4C016627,02|P 202606 270.0|3|00270.00| |2001|KOSP
6,|C0160627,5|KR4C016627,51|P 202606 275.0|3|00275.00| |2001|KOSP
6,|C0160628,0|KR4C016628,01|P 202606 280.0|3|00280.00| |2001|KOSP
6,|C0160628,5|KR4C016628,50|P 202606 285.0|3|00285.00| |2001|KOSP
6,|C0160629,0|KR4C016629,00|P 202606 290.0|3|00290.00| |2001|KOSP
6,|C0160629,5|KR4C016629,59|P 202606 295.0|3|00295.00| |2001|KOSP
6,|C0160630,0|KR4C016630,07|P 202606 300.0|3|00300.00| |2001|KOSP
6,|C0160630,5|KR4C016630,56|P 202606 305.0|3|00305.00| |2001|KOSP
6,|C0160631,0|KR4C016631,06|P 202606 310.0|3|00310.00| |2001|KOSP
6,|C0160631,5|KR4C016631,55|P 202606 315.0|3|00315.00| |2001|KOSP
6,|C0160632,0|KR4C016632,05|P 202606 320.0|3|00320.00| |2001|KOSP
6,|C0160632,5|KR4C016632,54|P 202606 325.0|3|00325.00| |2001|KOSP
6,|C0160633,0|KR4C016633,04|P 202606 330.0|3|00330.00| |2001|KOSP
6,|C0160633,5|KR4C016633,53|P 202606 335.0|3|00335.00| |2001|KOSP
6,|C0160634,0|KR4C016634,03|P 202606 340.0|3|00340.00| |2001|KOSP
6,|C0160634,5|KR4C016634,52|P 202606 345.0|3|00345.00| |2001|KOSP
6,|C0160635,0|KR4C016635,02|P 202606 350.0|3|00350.00| |2001|KOSP
6,|C0160635,5|KR4C016635,51|P 202606 355.0|3|00355.00| |2001|KOSP
6,|C0160636,0|KR4C016636,01|P 202606 360.0|3|00360.00| |2001|KOSP
6,|C0160636,5|KR4C016636,50|P 202606 365.0|3|00365.00| |2001|KOSP
6,|C0160637,0|KR4C016637,00|P 202606 370.0|3|00370.00| |2001|KOSP
6,|C0160637,5|KR4C016637,59|P 202606 375.0|3|00375.00| |2001|KOSP
6,|C0160638,0|KR4C016638,09|P 202606 380.0|3|00380.00| |2001|KOSP
6,|C0160638,5|KR4C016638,58|P 202606 385.0|3|00385.00| |2001|KOSP
6,|C0160639,0|KR4C016639,08|P 202606 390.0|3|00390.00| |2001|KOSP
6,|C0160639,5|KR4C016639,57|P 202606 395.0|3|00395.00| |2001|KOSP
6,|C0160640,0|KR4C016640,05|P 202606 400.0|3|00400.00| |2001|KOSP
6,|C0160640,5|KR4C016640,54|P 202606 405.0|3|00405.00| |2001|KOSP
6,|C0160641,0|KR4C016641,04|P 202606 410.0|3|00410.00| |2001|KOSP
6,|C0160641,5|KR4C016641,53|P 202606 415.0|3|00415.00| |2001|KOSP
6,|C0160642,0|KR4C016642,03|P 202606 420.0|3|00420.00| |2001|KOSP
6,|C0160642,5|KR4C016642,52|P 202606 425.0|3|00425.00| |2001|KOSP
6,|C0160643,0|KR4C016643,02|P 202606 430.0|3|00430.00| |2001|KOSP
6,|C0160643,5|KR4C016643,51|P 202606 435.0|3|00435.00| |2001|KOSP
6,|C0160644,0|KR4C016644,01|P 202606 440.0|3|00440.00| |2001|KOSP
6,|C0160644,5|KR4C016644,50|P 202606 445.0|3|00445.00| |2001|KOSP
6,|C0160645,0|KR4C016645,00|P 202606 450.0|3|00450.00| |2001|KOSP
6,|C0160645,5|KR4C016645,59|P 202606 455.0|3|00455.00| |2001|KOSP
6,|C0160646,0|KR4C016646,09|P 202606 460.0|3|00460.00| |2001|KOSP
6,|C0160646,5|KR4C016646,58|P 202606 465.0|3|00465.00| |2001|KOSP
6,|C0160647,0|KR4C016647,08|P 202606 470.0|3|00470.00| |2001|KOSP
6,|C0160647,5|KR4C016647,57|P 202606 475.0|3|00475.00| |2001|KOSP
6,|C0160648,0|KR4C016648,07|P 202606 480.0|3|00480.00| |2001|KOSP
6,|C0160648,5|KR4C016648,56|P 202606 485.0|3|00485.00| |2001|KOSP
6,|C0160649,0|KR4C016649,06|P 202606 490.0|3|00490.00| |2001|KOSP
6,|C0160649,5|KR4C016649,55|P 202606 495.0|3|00495.00| |2001|KOSP
6,|C0160650,0|KR4C016650,02|P 202606 500.0|3|00500.00| |2001|KOSP
6,|C0160650,5|KR4C016650,51|P 202606 505.0|3|00505.00| |2001|KOSP
6,|C0160651,0|KR4C016651,01|P 202606 510.0|3|00510.00| |2001|KOSP
6,|C0160651,5|KR4C016651,50|P 202606 515.0|3|00515.00| |2001|KOSP
6,|C0160652,0|KR4C016652,00|P 202606 520.0|3|00520.00| |2001|KOSP
6,|C0160652,5|KR4C016652,59|P 202606 525.0|3|00525.00| |2001|KOSP
6,|C0160653,0|KR4C016653,09|P 202606 530.0|3|00530.00| |2001|KOSP
6,|C0160653,5|KR4C016653,58|P 202606 535.0|3|00535.00| |2001|KOSP
6,|C0160654,0|KR4C016654,08|P 202606 540.0|1|00540.00| |2001|KOSP
6,|C0160654,5|KR4C016654,57|P 202606 545.0|2|00545.00| |2001|KOSP
6,|C0160655,0|KR4C016655,07|P 202606 550.0|2|00550.00| |2001|KOSP
6,|C0160655,5|KR4C016655,56|P 202606 555.0|2|00555.00| |2001|KOSP
6,|C0160656,0|KR4C016656,06|P 202606 560.0|2|00560.00| |2001|KOSP
6,|C0160656,5|KR4C016656,55|P 202606 565.0|2|00565.00| |2001|KOSP
6,|C0160657,0|KR4C016657,05|P 202606 570.0|2|00570.00| |2001|KOSP
6,|C0160657,5|KR4C016657,54|P 202606 575.0|2|00575.00| |2001|KOSP
6,|C0160658,0|KR4C016658,04|P 202606 580.0|2|00580.00| |2001|KOSP
6,|C0160658,5|KR4C016658,53|P 202606 585.0|2|00585.00| |2001|KOSP
6,|C0160659,0|KR4C016659,03|P 202606 590.0|2|00590.00| |2001|KOSP
6,|C0160659,5|KR4C016659,52|P 202606 595.0|2|00595.00| |2001|KOSP
6,|C0160660,0|KR4C016660,00|P 202606 600.0|2|00600.00| |2001|KOSP
6,|C0160660,5|KR4C016660,59|P 202606 605.0|2|00605.00| |2001|KOSP
6,|C0160661,0|KR4C016661,09|P 202606 610.0|2|00610.00| |2001|KOSP
6,|C0160661,5|KR4C016661,58|P 202606 615.0|2|00615.00| |2001|KOSP
6,|C0160662,0|KR4C016662,08|P 202606 620.0|2|00620.00| |2001|KOSP
6,|C0160662,5|KR4C016662,57|P 202606 625.0|2|00625.00| |2001|KOSP
6,|C0160663,0|KR4C016663,07|P 202606 630.0|2|00630.00| |2001|KOSP
6,|C0160663,5|KR4C016663,56|P 202606 635.0|2|00635.00| |2001|KOSP
6,|C0160664,0|KR4C016664,06|P 202606 640.0|2|00640.00| |2001|KOSP
6,|C0160664,5|KR4C016664,55|P 202606 645.0|2|00645.00| |2001|KOSP
6,|C0160665,0|KR4C016665,05|P 202606 650.0|2|00650.00| |2001|KOSP
6,|C0160665,5|KR4C016665,54|P 202606 655.0|2|00655.00| |2001|KOSP
6,|C0160666,0|KR4C016666,04|P 202606 660.0|2|00660.00| |2001|KOSP
6,|C0160666,5|KR4C016666,53|P 202606 665.0|2|00665.00| |2001|KOSP
6,|C0160667,0|KR4C016667,03|P 202606 670.0|2|00670.00| |2001|KOSP
6,|C0160667,5|KR4C016667,52|P 202606 675.0|2|00675.00| |2001|KOSP
6,|C0160668,0|KR4C016668,02|P 202606 680.0|2|00680.00| |2001|KOSP
6,|C0160668,5|KR4C016668,51|P 202606 685.0|2|00685.00| |2001|KOSP
6,|C0160669,0|KR4C016669,01|P 202606 690.0|2|00690.00| |2001|KOSP
6,|C0160669,5|KR4C016669,50|P 202606 695.0|2|00695.00| |2001|KOSP
6,|C0160670,0|KR4C016670,08|P 202606 700.0|2|00700.00| |2001|KOSP
6,|C0160670,5|KR4C016670,57|P 202606 705.0|2|00705.00| |2001|KOSP
6,|C0160671,0|KR4C016671,07|P 202606 710.0|2|00710.00| |2001|KOSP
6,|C0160671,5|KR4C016671,56|P 202606 715.0|2|00715.00| |2001|KOSP
6,|C0160672,0|KR4C016672,06|P 202606 720.0|2|00720.00| |2001|KOSP
6,|C0160933,5|KR4C016933,50|P 202609 335.0|3|00335.00| |2001|KOSP
6,|C0160934,0|KR4C016934,00|P 202609 340.0|3|00340.00| |2001|KOSP
6,|C0160934,5|KR4C016934,59|P 202609 345.0|3|00345.00| |2001|KOSP
6,|C0160935,0|KR4C016935,09|P 202609 350.0|3|00350.00| |2001|KOSP
6,|C0160935,5|KR4C016935,58|P 202609 355.0|3|00355.00| |2001|KOSP
6,|C0160936,0|KR4C016936,08|P 202609 360.0|3|00360.00| |2001|KOSP
6,|C0160936,5|KR4C016936,57|P 202609 365.0|3|00365.00| |2001|KOSP
6,|C0160937,0|KR4C016937,07|P 202609 370.0|3|00370.00| |2001|KOSP
6,|C0160937,5|KR4C016937,56|P 202609 375.0|3|00375.00| |2001|KOSP
6,|C0160938,0|KR4C016938,06|P 202609 380.0|3|00380.00| |2001|KOSP
6,|C0160938,5|KR4C016938,55|P 202609 385.0|3|00385.00| |2001|KOSP
6,|C0160939,0|KR4C016939,05|P 202609 390.0|3|00390.00| |2001|KOSP
6,|C0160939,5|KR4C016939,54|P 202609 395.0|3|00395.00| |2001|KOSP
6,|C0160940,0|KR4C016940,02|P 202609 400.0|3|00400.00| |2001|KOSP
6,|C0160940,5|KR4C016940,51|P 202609 405.0|3|00405.00| |2001|KOSP
6,|C0160941,0|KR4C016941,01|P 202609 410.0|3|00410.00| |2001|KOSP
6,|C0160941,5|KR4C016941,50|P 202609 415.0|3|00415.00| |2001|KOSP
6,|C0160942,0|KR4C016942,00|P 202609 420.0|3|00420.00| |2001|KOSP
6,|C0160942,5|KR4C016942,59|P 202609 425.0|3|00425.00| |2001|KOSP
6,|C0160943,0|KR4C016943,09|P 202609 430.0|3|00430.00| |2001|KOSP
6,|C0160943,5|KR4C016943,58|P 202609 435.0|3|00435.00| |2001|KOSP
6,|C0160944,0|KR4C016944,08|P 202609 440.0|3|00440.00| |2001|KOSP
6,|C0160944,5|KR4C016944,57|P 202609 445.0|3|00445.00| |2001|KOSP
6,|C0160945,0|KR4C016945,07|P 202609 450.0|3|00450.00| |2001|KOSP
6,|C0160945,5|KR4C016945,56|P 202609 455.0|3|00455.00| |2001|KOSP
6,|C0160946,0|KR4C016946,06|P 202609 460.0|3|00460.00| |2001|KOSP
6,|C0160946,5|KR4C016946,55|P 202609 465.0|3|00465.00| |2001|KOSP
6,|C0160947,0|KR4C016947,05|P 202609 470.0|3|00470.00| |2001|KOSP
6,|C0160947,5|KR4C016947,54|P 202609 475.0|3|00475.00| |2001|KOSP
6,|C0160948,0|KR4C016948,04|P 202609 480.0|3|00480.00| |2001|KOSP
6,|C0160948,5|KR4C016948,53|P 202609 485.0|3|00485.00| |2001|KOSP
6,|C0160949,0|KR4C016949,03|P 202609 490.0|3|00490.00| |2001|KOSP
6,|C0160949,5|KR4C016949,52|P 202609 495.0|3|00495.00| |2001|KOSP
6,|C0160950,0|KR4C016950,09|P 202609 500.0|3|00500.00| |2001|KOSP
6,|C0160950,5|KR4C016950,58|P 202609 505.0|3|00505.00| |2001|KOSP
6,|C0160951,0|KR4C016951,08|P 202609 510.0|3|00510.00| |2001|KOSP
6,|C0160951,5|KR4C016951,57|P 202609 515.0|3|00515.00| |2001|KOSP
6,|C0160952,0|KR4C016952,07|P 202609 520.0|3|00520.00| |2001|KOSP
6,|C0160952,5|KR4C016952,56|P 202609 525.0|3|00525.00| |2001|KOSP
6,|C0160953,0|KR4C016953,06|P 202609 530.0|3|00530.00| |2001|KOSP
6,|C0160953,5|KR4C016953,55|P 202609 535.0|3|00535.00| |2001|KOSP
6,|C0160954,0|KR4C016954,05|P 202609 540.0|1|00540.00| |2001|KOSP
6,|C0160954,5|KR4C016954,54|P 202609 545.0|2|00545.00| |2001|KOSP
6,|C0160955,0|KR4C016955,04|P 202609 550.0|2|00550.00| |2001|KOSP
6,|C0160955,5|KR4C016955,53|P 202609 555.0|2|00555.00| |2001|KOSP
6,|C0160956,0|KR4C016956,03|P 202609 560.0|2|00560.00| |2001|KOSP
6,|C0160956,5|KR4C016956,52|P 202609 565.0|2|00565.00| |2001|KOSP
6,|C0160957,0|KR4C016957,02|P 202609 570.0|2|00570.00| |2001|KOSP
6,|C0160957,5|KR4C016957,51|P 202609 575.0|2|00575.00| |2001|KOSP
6,|C0160958,0|KR4C016958,01|P 202609 580.0|2|00580.00| |2001|KOSP
6,|C0160958,5|KR4C016958,50|P 202609 585.0|2|00585.00| |2001|KOSP
6,|C0160959,0|KR4C016959,00|P 202609 590.0|2|00590.00| |2001|KOSP
6,|C0160959,5|KR4C016959,59|P 202609 595.0|2|00595.00| |2001|KOSP
6,|C0160960,0|KR4C016960,07|P 202609 600.0|2|00600.00| |2001|KOSP
6,|C0160960,5|KR4C016960,56|P 202609 605.0|2|00605.00| |2001|KOSP
6,|C0160961,0|KR4C016961,06|P 202609 610.0|2|00610.00| |2001|KOSP
6,|C0160961,5|KR4C016961,55|P 202609 615.0|2|00615.00| |2001|KOSP
6,|C0160962,0|KR4C016962,05|P 202609 620.0|2|00620.00| |2001|KOSP
6,|C0160962,5|KR4C016962,54|P 202609 625.0|2|00625.00| |2001|KOSP
6,|C0160963,0|KR4C016963,04|P 202609 630.0|2|00630.00| |2001|KOSP
6,|C0160963,5|KR4C016963,53|P 202609 635.0|2|00635.00| |2001|KOSP
6,|C0160964,0|KR4C016964,03|P 202609 640.0|2|00640.00| |2001|KOSP
6,|C0160964,5|KR4C016964,52|P 202609 645.0|2|00645.00| |2001|KOSP
6,|C0160965,0|KR4C016965,02|P 202609 650.0|2|00650.00| |2001|KOSP
6,|C0160965,5|KR4C016965,51|P 202609 655.0|2|00655.00| |2001|KOSP
6,|C0160966,0|KR4C016966,01|P 202609 660.0|2|00660.00| |2001|KOSP
6,|C0160966,5|KR4C016966,50|P 202609 665.0|2|00665.00| |2001|KOSP
6,|C0160967,0|KR4C016967,00|P 202609 670.0|2|00670.00| |2001|KOSP
6,|C0160967,5|KR4C016967,59|P 202609 675.0|2|00675.00| |2001|KOSP
6,|C0160968,0|KR4C016968,09|P 202609 680.0|2|00680.00| |2001|KOSP
6,|C0160968,5|KR4C016968,58|P 202609 685.0|2|00685.00| |2001|KOSP
6,|C0160969,0|KR4C016969,08|P 202609 690.0|2|00690.00| |2001|KOSP
6,|C0160969,5|KR4C016969,57|P 202609 695.0|2|00695.00| |2001|KOSP
6,|C0160970,0|KR4C016970,05|P 202609 700.0|2|00700.00| |2001|KOSP
6,|C0160970,5|KR4C016970,54|P 202609 705.0|2|00705.00| |2001|KOSP
6,|C0160971,0|KR4C016971,04|P 202609 710.0|2|00710.00| |2001|KOSP
6,|C0160971,5|KR4C016971,53|P 202609 715.0|2|00715.00| |2001|KOSP
6,|C0160972,0|KR4C016972,03|P 202609 720.0|2|00720.00| |2001|KOSP
6,|C0161218,0|KR4C016C18,00|P 202612 180.0|3|00180.00| |2001|KOSP
6,|C0161219,0|KR4C016C19,09|P 202612 190.0|3|00190.00| |2001|KOSP
6,|C0161220,0|KR4C016C20,06|P 202612 200.0|3|00200.00| |2001|KOSP
6,|C0161221,0|KR4C016C21,05|P 202612 210.0|3|00210.00| |2001|KOSP
6,|C0161222,0|KR4C016C22,04|P 202612 220.0|3|00220.00| |2001|KOSP
6,|C0161223,0|KR4C016C23,03|P 202612 230.0|3|00230.00| |2001|KOSP
6,|C0161224,0|KR4C016C24,02|P 202612 240.0|3|00240.00| |2001|KOSP
6,|C0161225,0|KR4C016C25,01|P 202612 250.0|3|00250.00| |2001|KOSP
6,|C0161226,0|KR4C016C26,00|P 202612 260.0|3|00260.00| |2001|KOSP
6,|C0161227,0|KR4C016C27,09|P 202612 270.0|3|00270.00| |2001|KOSP
6,|C0161228,0|KR4C016C28,08|P 202612 280.0|3|00280.00| |2001|KOSP
6,|C0161229,0|KR4C016C29,07|P 202612 290.0|3|00290.00| |2001|KOSP
6,|C0161230,0|KR4C016C30,04|P 202612 300.0|3|00300.00| |2001|KOSP
6,|C0161231,0|KR4C016C31,03|P 202612 310.0|3|00310.00| |2001|KOSP
6,|C0161232,0|KR4C016C32,02|P 202612 320.0|3|00320.00| |2001|KOSP
6,|C0161233,0|KR4C016C33,01|P 202612 330.0|3|00330.00| |2001|KOSP
6,|C0161234,0|KR4C016C34,00|P 202612 340.0|3|00340.00| |2001|KOSP
6,|C0161235,0|KR4C016C35,09|P 202612 350.0|3|00350.00| |2001|KOSP
6,|C0161236,0|KR4C016C36,08|P 202612 360.0|3|00360.00| |2001|KOSP
6,|C0161237,0|KR4C016C37,07|P 202612 370.0|3|00370.00| |2001|KOSP
6,|C0161238,0|KR4C016C38,06|P 202612 380.0|3|00380.00| |2001|KOSP
6,|C0161239,0|KR4C016C39,05|P 202612 390.0|3|00390.00| |2001|KOSP
6,|C0161240,0|KR4C016C40,02|P 202612 400.0|3|00400.00| |2001|KOSP
6,|C0161241,0|KR4C016C41,01|P 202612 410.0|3|00410.00| |2001|KOSP
6,|C0161242,0|KR4C016C42,00|P 202612 420.0|3|00420.00| |2001|KOSP
6,|C0161243,0|KR4C016C43,09|P 202612 430.0|3|00430.00| |2001|KOSP
6,|C0161244,0|KR4C016C44,08|P 202612 440.0|3|00440.00| |2001|KOSP
6,|C0161245,0|KR4C016C45,07|P 202612 450.0|3|00450.00| |2001|KOSP
6,|C0161246,0|KR4C016C46,06|P 202612 460.0|3|00460.00| |2001|KOSP
6,|C0161247,0|KR4C016C47,05|P 202612 470.0|3|00470.00| |2001|KOSP
6,|C0161248,0|KR4C016C48,04|P 202612 480.0|3|00480.00| |2001|KOSP
6,|C0161249,0|KR4C016C49,03|P 202612 490.0|3|00490.00| |2001|KOSP
6,|C0161250,0|KR4C016C50,09|P 202612 500.0|3|00500.00| |2001|KOSP
6,|C0161251,0|KR4C016C51,08|P 202612 510.0|3|00510.00| |2001|KOSP
6,|C0161252,0|KR4C016C52,07|P 202612 520.0|3|00520.00| |2001|KOSP
6,|C0161253,0|KR4C016C53,06|P 202612 530.0|3|00530.00| |2001|KOSP
6,|C0161254,0|KR4C016C54,05|P 202612 540.0|1|00540.00| |2001|KOSP
6,|C0161255,0|KR4C016C55,04|P 202612 550.0|2|00550.00| |2001|KOSP
6,|C0161256,0|KR4C016C56,03|P 202612 560.0|2|00560.00| |2001|KOSP
6,|C0161257,0|KR4C016C57,02|P 202612 570.0|2|00570.00| |2001|KOSP
6,|C0161258,0|KR4C016C58,01|P 202612 580.0|2|00580.00| |2001|KOSP
6,|C0161259,0|KR4C016C59,00|P 202612 590.0|2|00590.00| |2001|KOSP
6,|C0161260,0|KR4C016C60,07|P 202612 600.0|2|00600.00| |2001|KOSP
6,|C0161261,0|KR4C016C61,06|P 202612 610.0|2|00610.00| |2001|KOSP
6,|C0161262,0|KR4C016C62,05|P 202612 620.0|2|00620.00| |2001|KOSP
6,|C0161263,0|KR4C016C63,04|P 202612 630.0|2|00630.00| |2001|KOSP
6,|C0161264,0|KR4C016C64,03|P 202612 640.0|2|00640.00| |2001|KOSP
6,|C0161265,0|KR4C016C65,02|P 202612 650.0|2|00650.00| |2001|KOSP
6,|C0161266,0|KR4C016C66,01|P 202612 660.0|2|00660.00| |2001|KOSP
6,|C0161267,0|KR4C016C67,00|P 202612 670.0|2|00670.00| |2001|KOSP
6,|C0161268,0|KR4C016C68,09|P 202612 680.0|2|00680.00| |2001|KOSP
6,|C0161269,0|KR4C016C69,08|P 202612 690.0|2|00690.00| |2001|KOSP
6,|C0161270,0|KR4C016C70,05|P 202612 700.0|2|00700.00| |2001|KOSP
6,|C0161271,0|KR4C016C71,04|P 202612 710.0|2|00710.00| |2001|KOSP
